trial,question_index,question_text,answer_index,answer_text,pp
5,5,5. Things my avatar says are subject only to my free will,1,,P30
5,6,6. Nothing my avatar says is actually voluntary,7,,P30
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
5,9,9. I would use this response as my own.,4,,P30
6,1,1. I am in control of what my avatar says,1,,P30
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30
6,3,3. My avatar's speech just happen without my intention,7,,P30
6,4,4. I am the author of my avatar's speech,1,,P30
6,5,5. Things my avatar says are subject only to my free will,1,,P30
6,6,6. Nothing my avatar says is actually voluntary,7,,P30
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
6,9,9. I would use this response as my own.,2,,P30
7,1,1. I am in control of what my avatar says,3,,P30
7,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
7,3,3. My avatar's speech just happen without my intention,6,,P30
7,4,4. I am the author of my avatar's speech,1,,P30
7,5,5. Things my avatar says are subject only to my free will,1,,P30
7,6,6. Nothing my avatar says is actually voluntary,7,,P30
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
7,9,9. I would use this response as my own.,1,,P30
8,1,1. I am in control of what my avatar says,2,,P30
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30
8,3,3. My avatar's speech just happen without my intention,7,,P30
8,4,4. I am the author of my avatar's speech,1,,P30
8,5,5. Things my avatar says are subject only to my free will,1,,P30
8,6,6. Nothing my avatar says is actually voluntary,7,,P30
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
8,9,9. I would use this response as my own.,2,,P30
9,1,1. I am in control of what my avatar says,3,,P30
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
9,3,3. My avatar's speech just happen without my intention,6,,P30
9,4,4. I am the author of my avatar's speech,2,,P30
9,5,5. Things my avatar says are subject only to my free will,1,,P30
9,6,6. Nothing my avatar says is actually voluntary,7,,P30
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
9,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
9,9,9. I would use this response as my own.,4,,P30
10,1,1. I am in control of what my avatar says,1,,P30
10,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P30
10,3,3. My avatar's speech just happen without my intention,7,,P30
10,4,4. I am the author of my avatar's speech,1,,P30
10,5,5. Things my avatar says are subject only to my free will,1,,P30
10,6,6. Nothing my avatar says is actually voluntary,7,,P30
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
10,9,9. I would use this response as my own.,1,,P30
11,1,1. I am in control of what my avatar says,3,,P30
11,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
11,3,3. My avatar's speech just happen without my intention,6,,P30
11,4,4. I am the author of my avatar's speech,2,,P30
11,5,5. Things my avatar says are subject only to my free will,2,,P30
11,6,6. Nothing my avatar says is actually voluntary,7,,P30
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
11,9,9. I would use this response as my own.,4,,P30
12,1,1. I am in control of what my avatar says,4,,P30
12,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30
12,3,3. My avatar's speech just happen without my intention,3,,P30
12,4,4. I am the author of my avatar's speech,2,,P30
12,5,5. Things my avatar says are subject only to my free will,1,,P30
12,6,6. Nothing my avatar says is actually voluntary,7,,P30
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30
12,9,9. I would use this response as my own.,5,,P30
1,1,1. I am in control of what my avatar says,7,,P09
1,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
1,3,3. My avatar's speech just happen without my intention,2,,P09
1,4,4. I am the author of my avatar's speech,7,,P09
1,5,5. Things my avatar says are subject only to my free will,7,,P09
1,6,6. Nothing my avatar says is actually voluntary,7,,P09
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P09
1,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P09
1,9,9. I would use this response as my own.,10,,P09
2,1,1. I am in control of what my avatar says,1,,P09
2,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
2,3,3. My avatar's speech just happen without my intention,1,,P09
2,4,4. I am the author of my avatar's speech,1,,P09
2,5,5. Things my avatar says are subject only to my free will,1,,P09
2,6,6. Nothing my avatar says is actually voluntary,1,,P09
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P09
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P09
2,9,9. I would use this response as my own.,1,,P09
3,1,1. I am in control of what my avatar says,2,,P09
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P09
3,3,3. My avatar's speech just happen without my intention,1,,P09
3,4,4. I am the author of my avatar's speech,1,,P09
3,5,5. Things my avatar says are subject only to my free will,1,,P09
3,6,6. Nothing my avatar says is actually voluntary,3,,P09
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P09
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P09
3,9,9. I would use this response as my own.,1,,P09
4,1,1. I am in control of what my avatar says,7,,P09
4,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
4,3,3. My avatar's speech just happen without my intention,7,,P09
4,4,4. I am the author of my avatar's speech,7,,P09
4,5,5. Things my avatar says are subject only to my free will,7,,P09
4,6,6. Nothing my avatar says is actually voluntary,7,,P09
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P09
4,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P09
4,9,9. I would use this response as my own.,8,,P09
5,1,1. I am in control of what my avatar says,2,,P09
5,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P09
5,3,3. My avatar's speech just happen without my intention,2,,P09
5,4,4. I am the author of my avatar's speech,2,,P09
5,5,5. Things my avatar says are subject only to my free will,2,,P09
5,6,6. Nothing my avatar says is actually voluntary,2,,P09
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P09
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P09
5,9,9. I would use this response as my own.,2,,P09
6,1,1. I am in control of what my avatar says,2,,P09
6,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P09
6,3,3. My avatar's speech just happen without my intention,2,,P09
6,4,4. I am the author of my avatar's speech,1,,P09
6,5,5. Things my avatar says are subject only to my free will,1,,P09
6,6,6. Nothing my avatar says is actually voluntary,1,,P09
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P09
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P09
6,9,9. I would use this response as my own.,2,,P09
7,1,1. I am in control of what my avatar says,7,,P09
7,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
7,3,3. My avatar's speech just happen without my intention,7,,P09
7,4,4. I am the author of my avatar's speech,7,,P09
7,5,5. Things my avatar says are subject only to my free will,7,,P09
7,6,6. Nothing my avatar says is actually voluntary,7,,P09
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P09
7,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P09
7,9,9. I would use this response as my own.,10,,P09
8,1,1. I am in control of what my avatar says,7,,P09
8,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
8,3,3. My avatar's speech just happen without my intention,7,,P09
8,4,4. I am the author of my avatar's speech,7,,P09
8,5,5. Things my avatar says are subject only to my free will,6,,P09
8,6,6. Nothing my avatar says is actually voluntary,7,,P09
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P09
8,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P09
8,9,9. I would use this response as my own.,10,,P09
9,1,1. I am in control of what my avatar says,7,,P09
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P09
9,3,3. My avatar's speech just happen without my intention,7,,P09
9,4,4. I am the author of my avatar's speech,7,,P09
9,5,5. Things my avatar says are subject only to my free will,7,,P09
9,6,6. Nothing my avatar says is actually voluntary,7,,P09
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P09
9,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P09
9,9,9. I would use this response as my own.,10,,P09
10,1,1. I am in control of what my avatar says,1,,P09
10,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P09
10,3,3. My avatar's speech just happen without my intention,1,,P09
10,4,4. I am the author of my avatar's speech,2,,P09
10,5,5. Things my avatar says are subject only to my free will,2,,P09
10,6,6. Nothing my avatar says is actually voluntary,2,,P09
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P09
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P09
10,9,9. I would use this response as my own.,2,,P09
11,1,1. I am in control of what my avatar says,2,,P09
