trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id
4,6,6. Nothing my avatar says is actually voluntary,2,,P06,counter,clone
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06,counter,clone
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P06,counter,clone
4,9,9. I would use this response as my own.,7,,P06,counter,clone
5,1,1. I am in control of what my avatar says,7,,P06,repeat,clone
5,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06,repeat,clone
5,3,3. My avatar's speech just happen without my intention,1,,P06,repeat,clone
5,4,4. I am the author of my avatar's speech,6,,P06,repeat,clone
5,5,5. Things my avatar says are subject only to my free will,5,,P06,repeat,clone
5,6,6. Nothing my avatar says is actually voluntary,3,,P06,repeat,clone
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P06,repeat,clone
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,repeat,clone
5,9,9. I would use this response as my own.,9,,P06,repeat,clone
6,1,1. I am in control of what my avatar says,3,,P06,enhance,clone
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,enhance,clone
6,3,3. My avatar's speech just happen without my intention,5,,P06,enhance,clone
6,4,4. I am the author of my avatar's speech,5,,P06,enhance,clone
6,5,5. Things my avatar says are subject only to my free will,3,,P06,enhance,clone
6,6,6. Nothing my avatar says is actually voluntary,3,,P06,enhance,clone
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06,enhance,clone
6,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06,enhance,clone
6,9,9. I would use this response as my own.,10,,P06,enhance,clone
7,1,1. I am in control of what my avatar says,3,,P06,enhance,robotic
7,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P06,enhance,robotic
7,3,3. My avatar's speech just happen without my intention,5,,P06,enhance,robotic
7,4,4. I am the author of my avatar's speech,5,,P06,enhance,robotic
7,5,5. Things my avatar says are subject only to my free will,3,,P06,enhance,robotic
7,6,6. Nothing my avatar says is actually voluntary,3,,P06,enhance,robotic
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P06,enhance,robotic
7,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P06,enhance,robotic
7,9,9. I would use this response as my own.,10,,P06,enhance,robotic
8,1,1. I am in control of what my avatar says,5,,P06,repeat,robotic
8,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P06,repeat,robotic
8,3,3. My avatar's speech just happen without my intention,3,,P06,repeat,robotic
8,4,4. I am the author of my avatar's speech,5,,P06,repeat,robotic
8,5,5. Things my avatar says are subject only to my free will,5,,P06,repeat,robotic
8,6,6. Nothing my avatar says is actually voluntary,4,,P06,repeat,robotic
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P06,repeat,robotic
8,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,repeat,robotic
8,9,9. I would use this response as my own.,10,,P06,repeat,robotic
9,1,1. I am in control of what my avatar says,1,,P06,counter,robotic
9,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06,counter,robotic
9,3,3. My avatar's speech just happen without my intention,6,,P06,counter,robotic
9,4,4. I am the author of my avatar's speech,3,,P06,counter,robotic
9,5,5. Things my avatar says are subject only to my free will,2,,P06,counter,robotic
9,6,6. Nothing my avatar says is actually voluntary,5,,P06,counter,robotic
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06,counter,robotic
9,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P06,counter,robotic
9,9,9. I would use this response as my own.,10,,P06,counter,robotic
10,1,1. I am in control of what my avatar says,5,,P06,enhance,robotic
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P06,enhance,robotic
10,3,3. My avatar's speech just happen without my intention,3,,P06,enhance,robotic
10,4,4. I am the author of my avatar's speech,5,,P06,enhance,robotic
10,5,5. Things my avatar says are subject only to my free will,5,,P06,enhance,robotic
10,6,6. Nothing my avatar says is actually voluntary,4,,P06,enhance,robotic
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06,enhance,robotic
10,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P06,enhance,robotic
10,9,9. I would use this response as my own.,10,,P06,enhance,robotic
11,1,1. I am in control of what my avatar says,7,,P06,repeat,robotic
11,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P06,repeat,robotic
11,3,3. My avatar's speech just happen without my intention,2,,P06,repeat,robotic
11,4,4. I am the author of my avatar's speech,6,,P06,repeat,robotic
11,5,5. Things my avatar says are subject only to my free will,6,,P06,repeat,robotic
11,6,6. Nothing my avatar says is actually voluntary,6,,P06,repeat,robotic
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P06,repeat,robotic
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P06,repeat,robotic
11,9,9. I would use this response as my own.,10,,P06,repeat,robotic
12,1,1. I am in control of what my avatar says,1,,P06,counter,robotic
12,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P06,counter,robotic
12,3,3. My avatar's speech just happen without my intention,6,,P06,counter,robotic
12,4,4. I am the author of my avatar's speech,2,,P06,counter,robotic
12,5,5. Things my avatar says are subject only to my free will,2,,P06,counter,robotic
12,6,6. Nothing my avatar says is actually voluntary,3,,P06,counter,robotic
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P06,counter,robotic
12,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P06,counter,robotic
12,9,9. I would use this response as my own.,1,,P06,counter,robotic
1,1,1. I am in control of what my avatar says,1,,P30,enhance,clone
1,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P30,enhance,clone
1,3,3. My avatar's speech just happen without my intention,7,,P30,enhance,clone
1,4,4. I am the author of my avatar's speech,1,,P30,enhance,clone
1,5,5. Things my avatar says are subject only to my free will,1,,P30,enhance,clone
1,6,6. Nothing my avatar says is actually voluntary,7,,P30,enhance,clone
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,enhance,clone
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,enhance,clone
1,9,9. I would use this response as my own.,1,,P30,enhance,clone
2,1,1. I am in control of what my avatar says,2,,P30,repeat,clone
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30,repeat,clone
2,3,3. My avatar's speech just happen without my intention,6,,P30,repeat,clone
2,4,4. I am the author of my avatar's speech,3,,P30,repeat,clone
2,5,5. Things my avatar says are subject only to my free will,1,,P30,repeat,clone
2,6,6. Nothing my avatar says is actually voluntary,6,,P30,repeat,clone
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,repeat,clone
2,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,repeat,clone
2,9,9. I would use this response as my own.,4,,P30,repeat,clone
3,1,1. I am in control of what my avatar says,1,,P30,counter,clone
3,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P30,counter,clone
3,3,3. My avatar's speech just happen without my intention,7,,P30,counter,clone
3,4,4. I am the author of my avatar's speech,1,,P30,counter,clone
3,5,5. Things my avatar says are subject only to my free will,1,,P30,counter,clone
3,6,6. Nothing my avatar says is actually voluntary,7,,P30,counter,clone
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,counter,clone
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,counter,clone
3,9,9. I would use this response as my own.,2,,P30,counter,clone
4,1,1. I am in control of what my avatar says,3,,P30,enhance,clone
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30,enhance,clone
4,3,3. My avatar's speech just happen without my intention,6,,P30,enhance,clone
4,4,4. I am the author of my avatar's speech,2,,P30,enhance,clone
4,5,5. Things my avatar says are subject only to my free will,2,,P30,enhance,clone
4,6,6. Nothing my avatar says is actually voluntary,6,,P30,enhance,clone
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,enhance,clone
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,enhance,clone
4,9,9. I would use this response as my own.,6,,P30,enhance,clone
5,1,1. I am in control of what my avatar says,2,,P30,repeat,clone
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30,repeat,clone
5,3,3. My avatar's speech just happen without my intention,5,,P30,repeat,clone
5,4,4. I am the author of my avatar's speech,2,,P30,repeat,clone
5,5,5. Things my avatar says are subject only to my free will,1,,P30,repeat,clone
5,6,6. Nothing my avatar says is actually voluntary,7,,P30,repeat,clone
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,repeat,clone
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,repeat,clone
5,9,9. I would use this response as my own.,4,,P30,repeat,clone
6,1,1. I am in control of what my avatar says,1,,P30,counter,clone
6,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30,counter,clone
6,3,3. My avatar's speech just happen without my intention,7,,P30,counter,clone
6,4,4. I am the author of my avatar's speech,1,,P30,counter,clone
6,5,5. Things my avatar says are subject only to my free will,1,,P30,counter,clone
6,6,6. Nothing my avatar says is actually voluntary,7,,P30,counter,clone
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,counter,clone
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,counter,clone
6,9,9. I would use this response as my own.,2,,P30,counter,clone
7,1,1. I am in control of what my avatar says,3,,P30,counter,robotic
7,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P30,counter,robotic
7,3,3. My avatar's speech just happen without my intention,6,,P30,counter,robotic
7,4,4. I am the author of my avatar's speech,1,,P30,counter,robotic
7,5,5. Things my avatar says are subject only to my free will,1,,P30,counter,robotic
7,6,6. Nothing my avatar says is actually voluntary,7,,P30,counter,robotic
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P30,counter,robotic
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P30,counter,robotic
7,9,9. I would use this response as my own.,1,,P30,counter,robotic
8,1,1. I am in control of what my avatar says,2,,P30,repeat,robotic
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P30,repeat,robotic
8,3,3. My avatar's speech just happen without my intention,7,,P30,repeat,robotic
8,4,4. I am the author of my avatar's speech,1,,P30,repeat,robotic
8,5,5. Things my avatar says are subject only to my free will,1,,P30,repeat,robotic
8,6,6. Nothing my avatar says is actually voluntary,7,,P30,repeat,robotic
